Compliance_Breaches,Time_to_Compliance_Days,Training_Completion_Rate,Audit_Findings,Audit_Score,Fines_Penalties_Amount,Incident_Response_Time_Minutes,Suspicious_Activity_Reports,Regulatory_Change_Impact_Score,Department,Employee_ID,Location,Quarter,Year,Compliance_Manager,Training_Session_Attended,Audit_Type,Regulation_ID
5,189,,4,50.19630285,1868.117758,39,3,2.632309842,IT,,ATL,Q2,2021,Manager_B,Yes,External,116
3,152,76.18491931,4,68.21139406,,25,,5.38846984,,3629,LA,Q3,2020,Manager_A,Yes,External,120
3,,53.95723341,14,,2581.786879,37,1,5.452258195,HR,3104,SF,Q3,2023,Manager_C,Yes,Internal,113
6,244,55.88382563,9,87.86708903,3181.938706,7,2,7.909468883,Operations,4480,LA,Q2,2019,Manager_A,Yes,External,102
6,162,58.79289407,7,52.53054204,11286.22068,16,0,7.53558963,Operations,1577,NY,Q1,2020,Manager_C,,External,
,203,88.73617967,6,77.67424768,,,1,2.811457347,IT,4983,LA,Q4,2021,Manager_C,Yes,Internal,188
9,,,11,64.74630669,1727.834334,27,5,,Finance,2081,ATL,Q2,2023,Manager_B,Yes,Internal,146
6,153,50.52835614,10,56.68351244,,,2,,Operations,3164,LA,,2019,Manager_C,Yes,Internal,143
5,106,83.67582637,12,88.59091061,,23,3,4.586926594,Finance,4496,NY,Q4,2020,Manager_B,No,,116
5,291,71.18450893,,60.87084171,884.4732175,20,,7.876947165,HR,1818,CHI,Q1,2019,Manager_C,No,External,189
4,,75.54261825,16,61.1837606,4299.785783,28,3,,Operations,4092,,Q4,2020,Manager_A,Yes,External,
10,215,60.70581217,17,63.75383926,12117.80881,26,2,,HR,1078,SF,Q2,2021,Manager_A,Yes,Internal,155
6,309,,,79.33833819,9245.543238,31,3,9.785397611,IT,2847,SF,Q3,2020,Manager_A,No,External,182
2,226,,5,82.98329658,4419.238386,29,2,6.464913424,Operations,2889,LA,Q3,2021,Manager_A,Yes,Internal,126
4,169,53.67223455,,50.88012619,2366.711373,43,2,2.305036687,,1558,SF,Q3,2020,Manager_A,No,External,170
3,202,64.19586998,8,62.09348181,454.9806245,34,3,4.417094871,IT,3933,NY,Q4,2023,Manager_A,Yes,External,189
2,261,62.14987964,4,71.54854213,3171.080415,34,0,,HR,2706,SF,Q2,2020,Manager_C,,External,168
5,127,62.42746554,6,,,41,0,6.424533315,Operations,2619,LA,Q2,2020,Manager_B,No,External,101
,109,68.93531788,14,94.20853293,,26,3,8.394116509,,3155,SF,Q4,2022,Manager_C,Yes,External,179
5,204,90.90548924,3,89.38543654,1342.318507,17,1,6.66946071,Operations,3846,CHI,Q4,2022,Manager_A,Yes,External,161
10,144,95.6429345,18,81.29451078,13395.83575,42,,,IT,,CHI,Q1,2020,Manager_A,No,External,174
5,44,60.11075437,12,66.9021208,8617.393869,31,,8.199135345,Operations,3735,SF,Q3,2022,Manager_C,Yes,Internal,186
,105,77.1474969,0,85.03361724,5084.363684,31,4,8.659113186,Finance,2853,ATL,Q4,2021,Manager_B,Yes,External,198
4,161,81.84494861,0,92.18190064,735.4478474,,2,3.399974047,Finance,4547,SF,Q3,2022,Manager_B,,Internal,105
4,182,76.09137372,,79.74151887,782.7359816,23,1,8.841416705,IT,1069,CHI,Q1,2020,Manager_B,Yes,External,164
3,184,71.70381971,8,89.22307334,,38,1,,HR,3434,CHI,Q2,2019,Manager_B,No,Internal,196
,,59.59877529,11,,,39,0,,,2189,NY,Q3,2019,Manager_A,No,Internal,117
4,167,74.41096796,17,,614.0188224,37,0,9.885652435,HR,3902,LA,Q4,2020,,No,Internal,154
2,196,70.06074139,8,,9245.688794,37,0,9.551641544,Operations,2081,NY,Q4,,Manager_B,Yes,,166
9,82,89.77816813,7,87.2891079,24784.28924,35,,,,2474,ATL,Q1,2019,Manager_C,Yes,Internal,156
5,178,88.18021796,13,60.33981832,2281.278313,31,0,8.588875406,IT,1244,LA,Q3,2023,Manager_C,Yes,Internal,118
9,200,56.69993406,8,88.97441732,3022.65905,28,2,3.353450398,IT,4116,SF,Q2,2022,,Yes,Internal,173
5,,54.42595263,19,90.22733461,6218.199153,42,1,,HR,,SF,Q2,2023,Manager_C,,External,183
5,123,95.40769716,1,91.10724398,13835.26089,26,2,2.655745847,IT,2799,ATL,Q4,2021,Manager_A,Yes,,110
1,209,76.77541945,0,73.64579855,,33,4,5.680923784,HR,4454,CHI,Q1,2019,Manager_A,No,Internal,195
,147,92.89004686,12,59.62403839,296.5839772,21,1,5.464012871,HR,2601,SF,Q4,2019,Manager_B,Yes,Internal,183
8,173,52.90755603,9,54.98618,926.0594643,23,3,,Finance,4910,NY,Q4,2023,,No,Internal,154
6,212,76.32578083,7,87.16806252,7024.271655,27,2,7.055215243,Finance,4772,CHI,Q4,2021,Manager_B,Yes,External,195
2,302,76.97132573,6,94.31306923,5838.093609,21,4,,IT,3832,SF,Q4,2023,Manager_B,No,Internal,136
5,166,93.03510163,11,82.54191794,714.8423046,37,4,1.55522306,HR,1070,CHI,,2021,Manager_B,Yes,Internal,185
5,,,16,57.20800302,3486.424466,16,4,4.464144718,Finance,2888,,Q4,2020,Manager_B,,Internal,103
4,62,62.02227818,11,96.74482243,7589.187369,30,2,,Operations,4619,SF,Q3,2020,Manager_C,Yes,Internal,112
6,188,70.32691569,15,99.45510073,1234.49676,31,3,3.877665459,IT,2262,SF,Q4,2019,Manager_B,Yes,Internal,169
5,159,93.29207377,9,71.6689305,10250.87549,11,2,3.321519738,IT,4651,CHI,Q4,2020,Manager_B,Yes,External,192
6,148,96.94416575,11,79.74126446,272.131907,25,0,4.048987105,Operations,,LA,Q2,2023,Manager_A,Yes,Internal,157
5,219,99.63623098,10,88.861426,7620.777512,32,2,2.470380166,Operations,2231,NY,Q2,2021,Manager_A,No,External,101
4,167,97.95967432,13,86.8194895,4783.206112,34,2,4.631072222,Operations,4860,LA,Q1,2019,Manager_B,No,Internal,159
7,58,,19,98.3893596,1893.1375,27,4,9.141430362,Finance,1721,NY,Q1,2020,,No,Internal,188
5,84,,12,55.74415455,6381.508821,36,3,3.019841931,Operations,1301,ATL,Q3,2019,Manager_C,Yes,External,131
7,223,57.38034096,1,79.03624331,7624.697925,28,0,7.160059939,IT,2453,LA,Q4,2019,Manager_C,Yes,,162
6,81,67.44310484,19,84.59657098,13582.85485,30,1,2.276060594,Finance,2371,NY,Q2,2021,Manager_C,Yes,External,159
4,224,,6,94.50492121,2292.547085,32,2,4.185159616,HR,4178,CHI,Q3,2023,Manager_C,Yes,Internal,125
8,187,94.63280977,0,93.70548139,5792.077969,39,3,,Operations,,NY,Q3,,Manager_B,No,,189
4,169,59.34172031,2,98.89998968,4614.264541,23,3,9.43326455,IT,,ATL,,2022,Manager_C,No,External,121
3,175,80.98320758,19,75.6039227,3724.371998,25,2,4.851838502,Operations,4822,NY,Q2,2023,Manager_C,No,Internal,173
5,210,95.86809925,,91.53804334,11055.34114,23,1,7.214193494,HR,2429,LA,Q4,2020,Manager_C,No,Internal,186
10,109,73.1865868,4,,,,1,6.422165281,Finance,2925,NY,,2022,,No,Internal,103
6,182,55.1771786,11,,1657.205811,44,2,2.269270678,HR,,LA,,2022,Manager_A,Yes,Internal,115
4,111,72.8906825,2,62.66741822,,35,3,9.455864059,Finance,,ATL,Q3,2022,,No,External,162
3,189,68.78974511,19,90.91186435,,18,1,4.112823627,IT,,NY,Q2,2022,Manager_C,No,External,141
3,,78.8828998,4,99.29075529,11922.58516,23,1,1.402825202,IT,4372,NY,Q2,2023,Manager_A,No,External,132
5,189,71.93293422,0,62.81708642,5214.872652,33,0,3.703993362,,1953,,Q4,2022,Manager_A,No,Internal,112
2,216,50.86729634,15,52.8065794,3249.31784,20,2,,HR,3971,NY,Q2,2020,Manager_B,Yes,Internal,145
6,137,99.69988667,8,90.77712187,8428.943194,22,5,1.834707946,Operations,2168,LA,Q2,2020,Manager_A,Yes,Internal,112
2,176,77.17701189,9,81.01150263,2997.247787,43,1,6.579796657,Operations,2699,SF,Q1,2019,Manager_A,Yes,Internal,132
5,165,73.68153777,9,97.98494003,4089.619459,23,,4.12087785,HR,2547,SF,Q1,2020,Manager_A,No,External,113
2,161,97.73086858,12,62.61196095,13.77393248,39,1,,Operations,3609,LA,Q4,2019,Manager_C,No,External,107
6,131,57.79301838,,53.5513829,2276.170431,42,,1.060665072,HR,4898,NY,Q1,2020,Manager_B,No,Internal,189
3,154,59.46188013,19,74.62211304,747.0872516,,1,9.838435591,Operations,1359,LA,Q4,,,Yes,Internal,185
5,113,90.40073745,3,54.27330115,5850.896148,21,2,,Finance,4595,ATL,Q1,2021,Manager_C,Yes,Internal,145
2,78,63.041554,13,63.08950006,3260.284916,27,2,6.93397888,IT,4555,LA,Q3,2022,Manager_B,Yes,Internal,100
6,137,89.96135531,16,56.29889304,1795.944487,19,1,7.44205873,Operations,2213,SF,Q1,2023,Manager_C,No,External,158
,217,63.57667415,4,61.20660898,,31,0,2.544475148,HR,3343,CHI,Q4,2019,,Yes,Internal,159
7,194,51.65938151,12,55.30723264,1176.269735,27,0,2.005410539,Finance,,ATL,Q1,2021,Manager_C,Yes,External,148
6,104,75.85073619,2,97.69529997,12957.11466,33,4,,Operations,2153,,Q2,2020,Manager_C,Yes,Internal,179
6,155,59.83432171,,63.92813567,277.4189035,43,3,3.221364303,Operations,1860,LA,Q3,2022,Manager_A,No,Internal,192
4,221,,15,,10027.87216,38,3,2.514089062,,1989,ATL,,2019,Manager_A,No,Internal,160
4,153,82.05998166,18,94.93059038,3580.633891,34,2,7.065994843,Finance,1483,SF,Q3,2019,Manager_B,Yes,Internal,
7,94,96.1801334,18,83.8660794,4824.077418,10,1,4.787498834,IT,3923,NY,Q3,2020,Manager_C,Yes,Internal,104
5,315,89.14941786,,80.90187403,1802.021023,34,3,5.840124351,HR,2432,LA,,2019,Manager_A,Yes,Internal,184
5,169,59.03879774,17,85.27815952,17010.63158,47,2,1.426031099,Operations,,LA,Q3,2020,Manager_B,Yes,Internal,149
8,110,90.00791183,17,91.44111286,1655.390764,0,2,8.751240668,IT,4285,NY,Q2,2020,Manager_C,No,Internal,135
4,190,82.08685224,,93.88346339,4444.326323,36,3,2.535143979,Operations,3377,CHI,Q2,2022,Manager_A,No,External,119
2,174,83.44758209,17,82.13198353,25116.09958,28,2,4.241370983,,2918,CHI,Q4,2019,Manager_A,Yes,Internal,142
3,87,91.6131443,,94.50036373,,,,1.647114758,Finance,3846,ATL,Q4,2023,Manager_C,Yes,Internal,107
4,185,78.69120346,,76.76987637,3842.909049,38,3,,,2198,LA,Q4,2023,,Yes,Internal,
6,239,73.30017572,,63.86454281,,47,3,6.99219469,,2467,ATL,Q4,2022,Manager_C,Yes,External,140
9,166,81.83205177,1,94.00383544,6042.747335,37,2,7.23328302,HR,1200,NY,Q3,2022,Manager_C,Yes,External,124
3,,64.89787145,,77.07364137,1170.393211,26,4,7.092689362,IT,4688,ATL,Q3,2020,Manager_C,No,Internal,106
,200,59.12985655,12,95.30687938,2600.982051,20,0,5.969231091,Finance,1742,LA,Q3,2023,Manager_A,No,Internal,185
3,216,80.8293919,10,52.0083907,2036.033123,31,2,9.572694976,Operations,,CHI,Q2,2019,Manager_A,No,External,160
2,144,61.69241845,15,69.87578758,2108.076935,38,2,5.564594447,IT,4174,CHI,,2023,Manager_C,Yes,External,132
,1450,539.9575547,190,973.9025092,71450.99985,260,20,50.44708264,HR,25760,NY,,20220,,Yes,External,1680
9,315,50.02770923,6,62.48250464,4388.511276,27,3,3.227910091,IT,4222,SF,Q3,2022,Manager_C,No,Internal,137
4,140,,2,97.0768123,194.1860338,58,0,1.889645763,IT,2291,ATL,Q3,2020,Manager_C,Yes,Internal,111
5,112,68.10743917,15,,10496.11898,40,0,5.93339437,Finance,1838,NY,Q3,2019,Manager_C,,External,
8,181,,18,94.10711571,1760.542221,41,0,3.83401168,Finance,1351,CHI,Q2,2022,Manager_B,Yes,External,152
8,214,,19,78.18340225,29172.09359,15,2,,Operations,3514,LA,Q1,2019,Manager_A,,Internal,113
,211,74.30017241,15,82.34697245,15416.34407,22,1,2.855071704,IT,2301,LA,Q4,2023,Manager_A,No,,170
3,31,70.35424864,1,93.48084992,14111.47673,30,1,8.54355405,Finance,,SF,Q4,2020,Manager_C,Yes,Internal,191
9,140,,13,88.79485412,8333.418229,19,,9.997274887,Finance,4087,SF,Q1,2023,Manager_C,,Internal,151
2,249,67.8069581,19,81.50469247,1246.239956,46,5,3.901631591,HR,2977,CHI,Q2,2022,Manager_A,Yes,External,151
8,199,98.1883825,,99.11297039,3803.199575,44,4,8.580948465,Finance,1455,,Q2,2022,Manager_C,No,Internal,145
7,105,96.80734933,18,84.28383182,,24,3,8.856875228,IT,2757,SF,Q1,,Manager_A,No,Internal,179
6,254,92.40139513,10,98.77409962,1503.333077,47,1,9.964664099,IT,4250,,Q4,2022,Manager_B,Yes,External,140
,237,96.01501353,17,52.86942373,4720.259785,29,1,4.084481168,,2157,,Q4,2019,Manager_C,No,Internal,101
3,162,72.45698442,10,56.94801854,208.4532405,55,1,7.804372543,HR,1257,LA,Q1,2021,Manager_A,No,External,148
6,232,76.82151984,8,72.5729423,17443.35526,31,3,3.059281033,,3109,LA,Q1,2022,Manager_A,No,External,194
7,299,87.10462963,18,69.24397304,12546.39668,,1,6.623164012,IT,1481,CHI,Q3,2023,Manager_B,Yes,,199
7,116,84.80729625,,89.13674207,2396.372938,43,0,7.343583125,,2500,CHI,Q1,2023,Manager_C,No,Internal,177
5,213,94.53392978,9,58.03070132,3622.388972,42,5,7.670086233,,1999,ATL,Q1,,Manager_B,Yes,External,127
5,299,85.81655136,2,98.80475896,,35,1,2.864549517,Finance,1634,NY,Q4,2021,Manager_A,Yes,External,
,219,99.89423541,2,65.75329376,10693.82564,28,2,8.638530134,HR,4113,SF,Q3,2022,Manager_A,No,Internal,191
70,1340,674.2528999,,714.4618539,58334.15225,350,10,47.88746744,Finance,23960,,,20200,Manager_B,No,Internal,1750
4,194,91.64988711,5,63.73725162,1629.421171,21,0,2.94732566,Finance,4444,LA,Q4,2020,Manager_B,Yes,Internal,176
,262,84.88174114,19,,2960.551281,31,,5.882779795,Operations,2322,LA,Q4,2023,Manager_B,No,External,121
5,119,84.56932226,0,52.93143502,2801.532419,18,,8.770214166,,2075,ATL,Q2,2022,Manager_C,No,Internal,141
5,178,66.29177974,19,57.48387528,16011.95823,12,2,9.703791188,Finance,2402,SF,Q3,2020,Manager_A,,External,128
3,165,89.28008962,5,87.28988517,963.7441245,30,2,7.733870396,HR,2977,LA,Q1,2019,Manager_C,Yes,Internal,193
5,142,,1,59.32502917,,42,2,1.050605976,HR,3963,LA,Q3,2022,Manager_C,No,External,178
5,194,60.92742308,,61.77572258,10627.16907,39,,2.212306844,IT,3359,CHI,Q2,2023,Manager_B,No,External,167
40,1730,812.7484186,60,896.4911179,113499.1141,290,10,16.86465878,IT,,NY,Q1,20210,Manager_C,Yes,External,1320
3,218,69.60674146,10,54.66505892,,47,3,1.910923687,IT,3106,ATL,Q2,2019,,No,Internal,145
3,248,99.47740596,,71.87369114,3576.727917,24,2,4.447314604,HR,3351,NY,Q4,2019,Manager_B,Yes,Internal,
5,103,73.94164079,3,51.15316935,,,4,4.046439833,,3082,NY,Q2,2022,Manager_B,Yes,External,137
10,184,61.41600869,19,67.34036997,4143.266008,8,3,2.023164831,Operations,1647,ATL,Q4,2021,Manager_B,Yes,Internal,179
2,,69.09288126,15,84.94907013,,18,1,8.940118165,Operations,2010,SF,Q2,,Manager_A,Yes,External,
5,192,82.69191949,4,54.50516399,4529.659067,38,1,6.538848187,HR,2611,,Q4,,Manager_A,Yes,External,142
,179,53.80446857,6,94.41673134,68.53834773,23,2,8.168169781,Operations,4825,ATL,Q3,2023,Manager_C,No,,152
4,121,80.18009601,15,95.47495215,1965.119679,34,3,4.3439445,,1492,LA,Q4,2019,Manager_C,No,External,126
6,267,96.56123796,14,55.24951876,13462.79721,46,3,4.692124147,IT,1490,CHI,Q3,2020,Manager_A,Yes,Internal,110
3,292,92.51813938,4,99.53662182,1812.353317,18,2,3.858590895,Operations,4871,NY,Q4,2023,Manager_C,Yes,Internal,125
4,212,53.38367683,0,64.87647767,14052.62797,34,0,,IT,,,,2023,Manager_B,Yes,Internal,177
4,215,99.66949394,,54.20508356,1439.30349,35,1,6.493395361,Operations,4884,NY,Q2,2019,,Yes,Internal,156
5,,84.93634619,8,50.25335572,1888.487899,21,3,5.436856071,IT,2620,,Q2,2020,Manager_C,Yes,External,100
8,238,58.11404122,4,70.42614479,4949.787228,43,,8.541253056,HR,3170,ATL,Q4,2021,Manager_C,,External,110
5,33,50.62080446,5,81.49049929,7169.592455,27,2,9.101252517,Finance,3754,SF,Q4,,Manager_C,No,External,129
6,179,58.56413181,2,,3479.632878,,4,,IT,2125,NY,Q2,2023,Manager_A,Yes,Internal,187
3,145,,,91.83586827,10690.25768,51,3,3.157731823,Finance,2818,CHI,Q3,2019,Manager_A,Yes,Internal,103
4,188,51.08196625,7,,205.3623253,35,1,9.506731775,IT,1886,NY,Q4,2020,Manager_A,No,Internal,185
5,245,61.65736518,5,67.5080766,12767.73754,39,2,7.615347787,HR,,SF,Q3,,Manager_B,No,,171
,181,87.86527977,15,86.71548333,,43,3,6.761143774,Finance,4384,SF,Q4,2023,Manager_C,Yes,Internal,179
7,158,79.30552679,15,97.02438685,10781.12678,23,2,,Operations,4577,,Q2,2021,Manager_C,,Internal,132
,95,89.13678552,2,54.65479993,2561.32646,42,2,1.683836042,Finance,2984,CHI,,2020,Manager_B,Yes,Internal,132
2,173,87.30752519,,65.30519801,,24,2,1.608636949,IT,1493,SF,Q1,,Manager_A,Yes,Internal,173
6,220,52.53006936,5,73.16629696,5568.612624,24,1,2.378085873,Finance,,,Q4,2022,Manager_A,Yes,External,165
4,129,94.62557095,5,74.89950639,967.5695861,27,3,2.327058707,HR,2683,NY,Q3,2023,Manager_A,Yes,Internal,103
2,59,61.35159171,18,77.10978224,12508.0816,23,4,4.786034274,Finance,4270,ATL,Q2,2022,Manager_B,No,External,186
4,316,77.66962201,19,65.03134533,1408.61525,38,1,2.416636741,Finance,1632,SF,Q3,,Manager_C,Yes,External,150
2,,82.21440783,14,83.3629823,,32,,8.690730798,Finance,4752,ATL,Q1,2023,Manager_B,Yes,External,
3,166,,18,82.25422518,8414.85439,25,1,6.202872378,Operations,4584,SF,Q1,2022,Manager_C,No,Internal,
4,263,98.81156284,,78.89107531,559.5387078,36,2,4.314357067,Finance,1329,ATL,Q3,2021,Manager_C,Yes,External,196
7,188,74.4077978,7,55.68808609,1255.37454,27,3,1.626602844,,,LA,Q1,2021,Manager_C,No,External,183
5,259,52.88213478,6,73.84839455,3502.647549,26,2,,IT,4019,NY,Q4,2023,Manager_B,No,Internal,176
5,254,96.86310224,,67.81134437,8873.834187,,4,2.048795385,Finance,,NY,,2022,Manager_A,No,External,
7,103,,12,74.55192349,797.8163602,34,2,7.688982254,Finance,2350,LA,Q3,2020,Manager_A,Yes,,182
9,207,84.9596599,14,96.09332178,3966.69687,33,1,8.224822871,Operations,1009,CHI,Q3,2023,Manager_B,No,Internal,131
7,283,76.2587895,11,74.02656716,6210.807176,,4,5.895786322,,3174,LA,,2023,Manager_C,No,Internal,166
6,120,,14,50.69903959,9851.867626,38,1,,IT,1984,NY,Q4,2019,Manager_B,Yes,Internal,176
6,120,51.65667311,13,71.9418369,13710.53505,27,2,8.081764514,Operations,1668,SF,Q3,2021,Manager_A,No,Internal,127
9,130,63.41891826,,91.032409,7677.219177,,5,3.770450103,,3278,ATL,,2022,Manager_B,No,,185
2,233,73.48241782,,,,,,3.003878285,IT,2038,NY,Q4,2020,Manager_C,No,Internal,156
3,197,53.83018082,4,75.66950368,2842.450993,39,2,,Finance,4858,LA,,2020,Manager_A,Yes,Internal,118
9,63,,19,62.48845064,,30,2,9.303816172,IT,3534,SF,Q1,2023,Manager_C,,External,130
3,200,69.6831707,9,73.25443315,6184.842669,32,1,3.676359629,HR,1441,NY,Q1,2020,Manager_B,No,Internal,183
8,164,63.63339951,18,78.18511097,,40,4,9.150206509,HR,3925,LA,Q4,2020,Manager_C,Yes,Internal,152
5,173,50.16894234,17,99.99357191,6673.456873,25,7,1.482879779,HR,2581,NY,Q4,,Manager_B,No,External,187
4,129,85.99151559,9,82.20890451,84.26149705,16,5,1.751713345,Operations,1273,LA,Q3,2021,Manager_A,Yes,External,131
9,200,,1,84.7132465,3428.474867,30,2,7.287049226,HR,1617,LA,Q1,2019,Manager_A,No,Internal,108
,243,69.75202678,5,74.57270718,4767.97264,33,4,2.715333953,HR,2026,NY,Q4,2021,Manager_A,Yes,,150
5,141,78.21089885,2,67.72447754,5850.662846,27,3,3.849586149,IT,3373,SF,Q3,2021,Manager_C,Yes,Internal,182
10,79,61.3843313,18,90.64764918,6359.934982,44,2,,Operations,1252,NY,Q2,2019,Manager_B,No,External,122
5,161,81.10988231,4,74.74661622,,5,2,3.990234422,Finance,2557,NY,Q3,,Manager_B,No,,124
4,225,50.60687292,6,99.7345065,1263.893924,41,1,3.524139945,Operations,4126,SF,Q1,2021,Manager_B,Yes,External,196
7,154,74.43219485,6,72.85602871,14253.88974,,2,,Operations,3933,NY,Q3,2022,Manager_C,No,Internal,
3,90,82.21027409,9,53.40001418,5964.61156,34,5,7.318210494,Finance,1447,,Q3,2022,Manager_B,Yes,,143
6,225,95.90958866,0,84.12890685,1351.438097,-3,0,9.594344588,Finance,4368,ATL,,2019,Manager_A,No,External,165
3,264,69.06679086,10,52.33207255,,42,0,7.519795167,Finance,4693,ATL,Q3,2022,Manager_B,No,External,166
3,181,88.25951015,,62.52507984,12750.59791,,3,7.253359777,IT,3420,LA,Q1,2023,,Yes,External,
4,83,,5,67.68691264,10923.35196,24,2,7.247835002,IT,4806,CHI,Q3,2020,Manager_A,No,Internal,198
1,,96.35060565,5,86.97417928,2597.200093,28,,8.946707101,IT,1468,NY,,2023,Manager_A,No,Internal,177
2,,69.91888378,12,74.71179632,195.3011845,34,4,3.666130596,HR,3807,CHI,Q1,2019,Manager_C,No,External,123
4,131,65.95476699,,51.43229657,248.5641352,36,2,,Finance,2159,ATL,Q2,2020,Manager_A,No,External,155
5,215,94.35709993,12,80.84249256,1669.804999,38,1,7.670924287,IT,3880,SF,Q2,2022,Manager_B,,External,149
8,125,52.46222007,1,70.57181187,4959.413514,38,,3.058346234,IT,,,Q1,2021,Manager_C,Yes,External,102
7,181,56.81926965,18,96.0917255,4387.690008,32,0,,Operations,4996,NY,Q2,,Manager_B,Yes,,122
7,166,54.12022173,18,74.97811556,5023.257644,,,5.813035526,IT,4317,CHI,Q3,,Manager_C,Yes,Internal,133
2,216,92.15549783,18,85.4487573,6316.543912,,1,3.701124353,Finance,1069,,Q4,2023,Manager_C,No,,108
6,179,50.53037117,17,60.94342462,96.07849119,22,3,7.984899367,Finance,1480,LA,,2019,Manager_C,Yes,Internal,181
8,168,,5,88.04867823,555.1360117,38,2,3.810885669,HR,3577,SF,Q3,2021,Manager_B,Yes,Internal,158
6,131,72.56338977,1,86.04776552,2227.401608,38,2,9.669504854,HR,1489,ATL,Q4,2021,Manager_C,Yes,Internal,
4,182,50.20126394,18,95.20408543,841.2649097,,2,9.846902888,Operations,1502,SF,Q3,2020,Manager_A,No,External,121
4,164,,5,,391.5379664,24,2,7.001166178,,4056,NY,Q1,2020,Manager_B,No,,134
4,127,59.34004205,19,,5121.6686,39,0,2.022705008,Finance,2721,LA,Q3,2023,Manager_C,Yes,External,130
1,,81.22002437,14,83.95777014,8446.099536,18,2,,,1116,,Q1,,,,Internal,189
6,201,83.9679395,5,54.758195,6984.282876,40,2,5.63875266,HR,4328,,Q3,2023,Manager_B,No,,
8,159,74.37637852,,70.53020336,8492.432596,27,,,IT,2813,SF,Q4,2021,Manager_A,Yes,Internal,
7,235,52.02597627,10,97.10733015,5480.924347,46,0,2.663978472,Finance,3654,LA,Q4,2021,Manager_A,,Internal,152
,195,82.80644022,7,71.79672454,6646.64702,14,,1.939631131,Operations,,ATL,Q4,2023,Manager_C,Yes,External,191
6,102,92.10193918,17,99.27023917,1585.751977,47,3,1.670297349,HR,1903,SF,Q2,2021,Manager_C,No,External,174
6,260,,16,52.84195305,24814.96915,26,2,5.562708061,HR,4996,,Q3,2020,Manager_A,Yes,Internal,131
4,226,91.49789595,18,85.89148881,1011.594821,26,1,8.962308726,Operations,1427,LA,,2021,Manager_C,No,Internal,184
3,240,60.02547618,18,79.05081181,1207.135115,31,0,1.381233184,Operations,4186,LA,Q4,2020,Manager_A,No,,
6,204,94.44439698,16,75.02698386,1704.86457,,0,2.910893806,Finance,,SF,Q1,2022,Manager_A,Yes,Internal,187
3,39,66.10967253,3,98.54237007,18511.32929,29,1,7.239313143,Operations,3109,ATL,Q2,2019,Manager_A,No,External,111
10,245,50.67024071,6,,22235.95822,22,2,8.432770916,,4858,CHI,Q3,2019,Manager_A,,External,161
50,1830,921.6958232,40,947.9994758,79211.357,220,,82.66595764,Finance,28500,NY,Q3,20210,Manager_C,Yes,Internal,1020
6,201,97.09106345,15,,4958.542403,,0,8.065612516,Finance,3544,LA,Q2,2019,Manager_B,No,External,105
6,212,82.77790987,5,,3670.497743,20,1,2.168198207,Operations,3683,,Q2,2022,Manager_B,No,Internal,111
4,296,61.57183152,13,95.08345728,17637.34947,22,3,4.57513824,Finance,,SF,Q4,2021,,No,Internal,152
6,147,62.58722321,,71.46474589,5947.437833,16,0,9.862701965,HR,,,Q2,2020,Manager_C,No,External,119
5,148,73.32964367,,90.7113664,14477.63667,24,1,9.899988144,,3532,LA,Q4,2022,Manager_B,No,External,105
3,128,94.89155398,17,69.44182585,1903.014741,43,1,6.421846528,HR,,LA,Q2,2022,Manager_B,No,External,183
